Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Industries,Lead Investors
Series A - Zerv,https://www.crunchbase.com/funding_round/zerv-series-a--5c037b85,"Nashville, Tennessee, United States, North America",Zerv,https://www.crunchbase.com/organization/zerv,Series A,15000000,USD,15000000,2021-06-29,"Cloud Security, Cyber Security, Information Technology, Mobile Apps, Security","GreenPoint Partners, Taronga Ventures"
Series A - iiDENTIFii,https://www.crunchbase.com/funding_round/iidentifii-series-a--ebe7cea6,"Cape Town, NA - South Africa, South Africa, Africa",iiDENTIFii,https://www.crunchbase.com/organization/iidentifii,Series A,15000000,USD,15000000,2022-09-28,"Biometrics, Cyber Security, Facial Recognition, Identity Management, Image Recognition, Information Technology",Arise
Series A - Bolster AI,https://www.crunchbase.com/funding_round/bolster-inc-series-a--0ae2ec4f,"Santa Clara, California, United States, North America",Bolster AI,https://www.crunchbase.com/organization/bolster-inc,Series A,15000000,USD,15000000,2022-10-18,"Artificial Intelligence (AI), Cyber Security, Fraud Detection, Machine Learning",Cervin Ventures
Series A - Symmetry Systems,https://www.crunchbase.com/funding_round/symmetry-systems-series-a--cbc1f8cd,"San Francisco, California, United States, North America",Symmetry Systems,https://www.crunchbase.com/organization/symmetry-systems,Series A,15000000,USD,15000000,2021-06-23,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Data Management, Information Technology","Forgepoint Capital, Prefix Capital"
"Series A - runZero, Inc",https://www.crunchbase.com/funding_round/rumble-network-discovery-series-a--ac1daa84,"Austin, Texas, United States, North America","runZero, Inc",https://www.crunchbase.com/organization/rumble-network-discovery,Series A,15000000,USD,15000000,2022-03-14,"Asset Management, Cyber Security, Information Technology, Network Security, Software",Decibel Partners
Series A - Cylance,https://www.crunchbase.com/funding_round/cylance-series-a--bca004f7,"Irvine, California, United States, North America",Cylance,https://www.crunchbase.com/organization/cylance,Series A,15000000,USD,15000000,2013-02-13,"Artificial Intelligence (AI), Cyber Security, Enterprise Software, Machine Learning","Fairhaven Capital Partners, Khosla Ventures"
Series A - Turnkey,https://www.crunchbase.com/funding_round/turnkey-c221-series-a--1cd29823,"New York, New York, United States, North America",Turnkey,https://www.crunchbase.com/organization/turnkey-c221,Series A,15000000,USD,15000000,2024-04-23,"Blockchain, Cryptocurrency, Cyber Security, Developer APIs","Faction, Galaxy Digital"
Series A - Remediant,https://www.crunchbase.com/funding_round/remediant-series-a--662a5ac0,"San Francisco, California, United States, North America",Remediant,https://www.crunchbase.com/organization/remediant,Series A,15000000,USD,15000000,2019-08-22,"Cyber Security, Enterprise Software, Information Technology, Software","Dell Technologies Capital, Forgepoint Capital"
Series A - Cohesity,https://www.crunchbase.com/funding_round/cohesity-series-a--76480ef3,"Santa Clara, California, United States, North America",Cohesity,https://www.crunchbase.com/organization/cohesity,Series A,15000000,USD,15000000,2013-11-15,"Analytics, Artificial Intelligence (AI), Cloud Computing, Cloud Data Services, Cyber Security, Data Center, Data Storage, Enterprise Software, Information Technology, Security","Sequoia Capital, Wing Venture Capital"
Series A - Phylum,https://www.crunchbase.com/funding_round/phylum-5e69-series-a--e17480eb,"Evergreen, Colorado, United States, North America",Phylum,https://www.crunchbase.com/organization/phylum-5e69,Series A,15000000,USD,15000000,2022-05-03,"Cyber Security, Developer Tools, Enterprise Software, Software",ClearSky
Series A - GreyNoise Intelligence,https://www.crunchbase.com/funding_round/greynoise-intelligence-series-a--01ae6c92,"Washington, District of Columbia, United States, North America",GreyNoise Intelligence,https://www.crunchbase.com/organization/greynoise-intelligence,Series A,15000000,USD,15000000,2022-06-15,"Analytics, Cyber Security, Information Technology, Internet",Radian Capital
Series A - DeepFactor,https://www.crunchbase.com/funding_round/deepfactor-series-a--1a4aa414,"San Jose, California, United States, North America",DeepFactor,https://www.crunchbase.com/organization/deepfactor,Series A,15000000,USD,15000000,2021-09-21,"Cyber Security, Developer Tools, SaaS, Software",Insight Partners
Series A - NsKnox,https://www.crunchbase.com/funding_round/nsknox-series-a--8d2ae634,"New York, New York, United States, North America",NsKnox,https://www.crunchbase.com/organization/nsknox,Series A,15000000,USD,15000000,2019-02-19,"Cyber Security, FinTech, Payments, Security","M12 - Microsoft's Venture Fund, Viola Ventures"
Series A - Hunters,https://www.crunchbase.com/funding_round/hunters-ai-series-a--dd1dc0be,"Tel Aviv, Tel Aviv, Israel, Asia",Hunters,https://www.crunchbase.com/organization/hunters-ai,Series A,15000000,USD,15000000,2020-06-30,"Cyber Security, Information Technology, Network Security, Software","M12 - Microsoft's Venture Fund, U.S. Venture Partners"
Series A - Immutable Systems,https://www.crunchbase.com/funding_round/immutable-systems-series-a--3dbf0d06,"Sydney, New South Wales, Australia, Oceania",Immutable Systems,https://www.crunchbase.com/organization/immutable-systems,Series A,15000000,USD,15000000,2019-09-23,"Blockchain, Cyber Security, Gaming, Security, Software","EOS VC Fund, Naspers"
Series A - Blackpanda,https://www.crunchbase.com/funding_round/blackpanda-series-a--9d67604b,"Singapore, Central Region, Singapore, Asia",Blackpanda,https://www.crunchbase.com/organization/blackpanda,Series A,15000000,USD,15000000,2023-01-18,"Computer, Cyber Security, Information Technology, InsurTech, Network Security","Gaw Capital Partners, Primavera Capital Group"
Series A - Jscrambler,https://www.crunchbase.com/funding_round/jscrambler-series-a--3372099a,"Porto, Lisboa, Portugal, Europe",Jscrambler,https://www.crunchbase.com/organization/jscrambler,Series A,15000000,USD,15000000,2021-09-23,"Artificial Intelligence (AI), Cyber Security, Security, Web Apps, Web Development",Ace Capital Partners
Series A - Oosto,https://www.crunchbase.com/funding_round/oosto-series-a--6841473e,"Holon, Tel Aviv, Israel, Asia",Oosto,https://www.crunchbase.com/organization/oosto,Series A,15000000,USD,15000000,2019-01-14,"Cyber Security, Information Services, Information Technology, Security, Software",Lightspeed Venture Partners
Series A - Panther,https://www.crunchbase.com/funding_round/panther-labs-series-a--d455ebd1,"San Francisco, California, United States, North America",Panther,https://www.crunchbase.com/organization/panther-labs,Series A,15000000,USD,15000000,2020-09-09,"Analytics, Cloud Security, Cyber Security, IT Infrastructure, Open Source",Lightspeed Venture Partners
Series A - Converge,https://www.crunchbase.com/funding_round/converge-f847-series-a--8376de66,"New York, New York, United States, North America",Converge,https://www.crunchbase.com/organization/converge-f847,Series A,15000000,USD,15000000,2023-08-01,"Cyber Security, Insurance, InsurTech, Risk Management",Forgepoint Capital
Series A - DefenseStorm,https://www.crunchbase.com/funding_round/praesidio-inc--series-a--2768f1bc,"Alpharetta, Georgia, United States, North America",DefenseStorm,https://www.crunchbase.com/organization/praesidio-inc-,Series A,15000000,USD,15000000,2019-07-15,"Banking, Cloud Data Services, Compliance, Cyber Security, Fraud Detection, Information Technology",Georgian
Series A - Panorays,https://www.crunchbase.com/funding_round/panorays-series-a--0a52c07b,"New York, New York, United States, North America",Panorays,https://www.crunchbase.com/organization/panorays,Series A,15000000,USD,15000000,2019-12-04,"Cyber Security, Information Technology, Risk Management, Software, Supply Chain Management",Oak HC/FT
Series A - Open Raven,https://www.crunchbase.com/funding_round/open-raven-series-a--196072a4,"Los Angeles, California, United States, North America",Open Raven,https://www.crunchbase.com/organization/open-raven,Series A,15000000,USD,15000000,2020-06-16,"Cyber Security, Network Security",Kleiner Perkins
Series A - C1 (formerly ConductorOne),https://www.crunchbase.com/funding_round/conductorone-series-a--f97d1751,"San Francisco, California, United States, North America",C1 (formerly ConductorOne),https://www.crunchbase.com/organization/conductorone,Series A,15000000,USD,15000000,2022-06-23,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Developer Tools, Enterprise Software, Identity Management, IT Management, Security, Software",Accel
Series A - BforeAI,https://www.crunchbase.com/funding_round/bfore-ai-series-a--4b0853f7,"New York, New York, United States, North America",BforeAI,https://www.crunchbase.com/organization/bfore-ai,Series A,15000000,USD,15000000,2024-04-24,"Artificial Intelligence (AI), Cyber Security, Information Technology, Software",SYN Ventures
Series A - RangeForce,https://www.crunchbase.com/funding_round/vequrity-series-a--9ce1c0d3,"Manassas, Virginia, United States, North America",RangeForce,https://www.crunchbase.com/organization/vequrity,Series A,15000000,USD,15000000,2020-07-28,"Cyber Security, Information Technology, SaaS, Security, Training",Energy Impact Partners
Series A - Query,https://www.crunchbase.com/funding_round/query-ai-series-a--ee4686fb,"Atlanta, Georgia, United States, North America",Query,https://www.crunchbase.com/organization/query-ai,Series A,15000000,USD,15000000,2021-10-19,"Analytics, Cyber Security, Information Technology, SaaS",SYN Ventures
Series A - SafeBreach,https://www.crunchbase.com/funding_round/safebreach-series-a--502d5de1,"Sunnyvale, California, United States, North America",SafeBreach,https://www.crunchbase.com/organization/safebreach,Series A,15000000,USD,15000000,2016-07-26,"Cyber Security, Network Security, Security, Software",
Series A - CyberCube,https://www.crunchbase.com/funding_round/cybercube-series-a--decfce4a,"San Francisco, California, United States, North America",CyberCube,https://www.crunchbase.com/organization/cybercube,Series A,15000000,USD,15000000,2018-03-22,"Analytics, Cyber Security, Insurance, InsurTech, Software",
Series A - Mokn,https://www.crunchbase.com/funding_round/mokn-series-a--dbe428eb,"Paris, Ile-de-France, France, Europe",Mokn,https://www.crunchbase.com/organization/mokn,Series A,12900000,EUR,15011905,2026-05-29,"Cyber Security, Information Technology, Intrusion Detection, Network Security, Software",Google Ventures
